date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2006-12-01,0,0,False,0.0,0.0
2006-12-02,0,0,False,0.0,0.0
2006-12-03,100,100,False,1.0,100.0
2006-12-04,0,0,False,0.0,0.0
2006-12-05,0,0,False,0.0,0.0
2006-12-06,0,0,False,0.0,0.0
2006-12-07,0,0,False,0.0,0.0
2006-12-08,88,88,False,0.88,77.44
2006-12-09,0,0,False,0.0,0.0
2006-12-10,0,0,False,0.0,0.0
2006-12-11,0,0,False,0.0,0.0
2006-12-12,0,0,False,0.0,0.0
2006-12-13,0,0,False,0.0,0.0
2006-12-14,0,0,False,0.0,0.0
2006-12-15,0,0,False,0.0,0.0
2006-12-16,0,0,False,0.0,0.0
2006-12-17,0,0,False,0.0,0.0
2006-12-18,0,0,False,0.0,0.0
2006-12-19,0,0,False,0.0,0.0
2006-12-20,0,0,False,0.0,0.0
2006-12-21,0,0,False,0.0,0.0
2006-12-22,0,0,False,0.0,0.0
2006-12-23,0,0,False,0.0,0.0
2006-12-24,0,0,False,0.0,0.0
2006-12-25,0,0,False,0.0,0.0
2006-12-26,0,0,False,0.0,0.0
2006-12-27,0,0,False,0.0,0.0
2006-12-28,0,0,False,0.0,0.0
2006-12-29,0,0,False,0.0,0.0
2006-12-30,0,0,False,0.0,0.0
2006-12-31,0,0,False,0.0,0.0
