date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2014-12-01,0,0,False,0.0,0.0
2014-12-02,0,0,False,0.0,0.0
2014-12-03,0,0,False,0.0,0.0
2014-12-04,0,0,False,0.0,0.0
2014-12-05,0,0,False,0.0,0.0
2014-12-06,0,0,False,0.0,0.0
2014-12-07,49,49,False,0.49,24.009999999999998
2014-12-08,0,0,False,0.0,0.0
2014-12-09,0,0,False,0.0,0.0
2014-12-10,34,34,False,0.34,11.56
2014-12-11,0,0,False,0.0,0.0
2014-12-12,0,0,False,0.0,0.0
2014-12-13,0,0,False,0.0,0.0
2014-12-14,74,74,False,0.74,54.76
2014-12-15,0,0,False,0.0,0.0
2014-12-16,0,0,False,0.0,0.0
2014-12-17,0,0,False,0.0,0.0
2014-12-18,0,0,False,0.0,0.0
2014-12-19,0,0,False,0.0,0.0
2014-12-20,0,0,False,0.0,0.0
2014-12-21,31,31,False,0.31,9.61
2014-12-22,0,0,False,0.0,0.0
2014-12-23,0,0,False,0.0,0.0
2014-12-24,0,0,False,0.0,0.0
2014-12-25,0,0,False,0.0,0.0
2014-12-26,100,100,False,1.0,100.0
2014-12-27,0,0,False,0.0,0.0
2014-12-28,0,0,False,0.0,0.0
2014-12-29,0,0,False,0.0,0.0
2014-12-30,0,0,False,0.0,0.0
2014-12-31,0,0,False,0.0,0.0
