date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2022-10-01,48,48,False,0.48,23.04
2022-10-02,0,0,False,0.0,0.0
2022-10-03,100,100,False,1.0,100.0
2022-10-04,0,0,False,0.0,0.0
2022-10-05,54,54,False,0.54,29.160000000000004
2022-10-06,0,0,False,0.0,0.0
2022-10-07,0,0,False,0.0,0.0
2022-10-08,0,0,False,0.0,0.0
2022-10-09,0,0,False,0.0,0.0
2022-10-10,0,0,False,0.0,0.0
2022-10-11,0,0,False,0.0,0.0
2022-10-12,0,0,False,0.0,0.0
2022-10-13,0,0,False,0.0,0.0
2022-10-14,0,0,False,0.0,0.0
2022-10-15,80,80,False,0.8,64.0
2022-10-16,49,49,False,0.49,24.009999999999998
2022-10-17,0,0,False,0.0,0.0
2022-10-18,51,51,False,0.51,26.01
2022-10-19,0,0,False,0.0,0.0
2022-10-20,0,0,False,0.0,0.0
2022-10-21,0,0,False,0.0,0.0
2022-10-22,0,0,False,0.0,0.0
2022-10-23,49,49,False,0.49,24.009999999999998
2022-10-24,0,0,False,0.0,0.0
2022-10-25,0,0,False,0.0,0.0
2022-10-26,0,0,False,0.0,0.0
2022-10-27,0,0,False,0.0,0.0
2022-10-28,0,0,False,0.0,0.0
2022-10-29,0,0,False,0.0,0.0
2022-10-30,0,0,False,0.0,0.0
2022-10-31,0,0,False,0.0,0.0
