date,Dürre_unscaled,Dürre_monthly,isPartial,scale,Dürre
2007-07-01,0,0,False,0.0,0.0
2007-07-02,0,0,False,0.0,0.0
2007-07-03,0,0,False,0.0,0.0
2007-07-04,0,0,False,0.0,0.0
2007-07-05,0,0,False,0.0,0.0
2007-07-06,100,100,False,1.0,100.0
2007-07-07,0,0,False,0.0,0.0
2007-07-08,0,0,False,0.0,0.0
2007-07-09,0,0,False,0.0,0.0
2007-07-10,0,0,False,0.0,0.0
2007-07-11,0,0,False,0.0,0.0
2007-07-12,0,0,False,0.0,0.0
2007-07-13,0,0,False,0.0,0.0
2007-07-14,0,0,False,0.0,0.0
2007-07-15,0,0,False,0.0,0.0
2007-07-16,0,0,False,0.0,0.0
2007-07-17,47,47,False,0.47,22.09
2007-07-18,0,0,False,0.0,0.0
2007-07-19,0,0,False,0.0,0.0
2007-07-20,74,74,False,0.74,54.76
2007-07-21,0,0,False,0.0,0.0
2007-07-22,0,0,False,0.0,0.0
2007-07-23,0,0,False,0.0,0.0
2007-07-24,0,0,False,0.0,0.0
2007-07-25,0,0,False,0.0,0.0
2007-07-26,0,0,False,0.0,0.0
2007-07-27,0,0,False,0.0,0.0
2007-07-28,0,0,False,0.0,0.0
2007-07-29,100,100,False,1.0,100.0
2007-07-30,46,46,False,0.46,21.16
2007-07-31,0,0,False,0.0,0.0
